title,author,isbn,publisher,edition,pages,dimensions
Depression Oil Trading & A Mind At War With Itself,Jonathan  Ford,9.78178E+12,Chipmunkapublishing,,264,5.00(w) x 8.00(h) x 0.60(d)
Five Science Faction Stories,S. Kaye Saunders,9.78126E+12,Lulu.com,,202,6.00(w) x 9.00(h) x 0.46(d)
Star Trek Volume 13,Mike Johnson;  Tony Shasteen,9.78163E+12,IDW Publishing,,140,6.60(w) x 10.10(h) x 1.10(d)
Family Jewels (Stone Barrington Series #37),Stuart Woods,9.78045E+12,Penguin Publishing Group,,352,4.20(w) x 7.40(h) x 1.00(d)
Spawn: Origins Collection Deluxe Edition Volume 4 Signed & Numbered,Todd McFarlane;  Brian Holguin,9.78161E+12,Image Comics,HC Signed & Numbered,712,8.50(w) x 12.60(h) x 1.90(d)
Gun Control,John E. Ferguson;  Alan Marzilli;  Angela Valdez,9.7816E+12,Facts on File Incorporated,,118,6.00(w) x 9.10(h) x 0.20(d)
Gendering Science Fiction Films: Invaders from the Suburbs,S. George,9.78135E+12,Palgrave Macmillan US,1st ed. 2013,193,5.51(w) x 8.50(h) x (d)
Reinventing Development: The Sceptical Change Agent,Adam Fforde,9.78332E+12,Springer International Publishing,1st ed. 2017,288,5.83(w) x 8.27(h) x (d)
Lost Boy: The Story of the Man Who Created Peter Pan,Jane Yolen;  Steve Adams,9.78053E+12,Penguin Young Readers Group,,40,8.90(w) x 11.10(h) x 0.40(d)
Dot Dot Dot: Infinity Plus God Equals Folly,James a. Lindsay,9.78096E+12,Ginger Prince Publications,,218,5.25(w) x 8.00(h) x 0.46(d)
The End of Eternity,Isaac Asimov,9.78077E+12,Tom Doherty Associates,First Edition,256,5.40(w) x 8.20(h) x 0.80(d)
28 Boys,Ashleigh Giannoccaro,9.78154E+12,CreateSpace Publishing,,300,5.50(w) x 8.50(h) x 0.63(d)
The Best Science Fiction and Fantasy of the Year: Volume Eleven,Jonathan Strahan,9.78178E+12,Solaris,,500,5.90(w) x 9.00(h) x 1.70(d)
A Journey to the Centre of the Earth: The original edition,Jules Verne,9.78396E+12,Reprint Publishing,,336,6.00(w) x 9.00(h) x 0.70(d)
Jane Eyre (Barnes & Noble Classics Series),Charlotte Bronte,9.78159E+12,Barnes & Noble,,592,5.18(w) x 8.00(h) x 1.48(d)
A Brief History of Time: From the Big Bang to Black Holes,Stephen Hawking,9.78055E+12,Random House Publishing Group,10th Anniversary Edition,224,6.00(w) x 9.00(h) x 0.60(d)
Boy A: Movie Tie-in Edition,Jonathan Trigell,9.78185E+12,Serpent's Tail Publishing Ltd,Media tie-in,256,5.14(w) x 7.72(h) x 0.66(d)
The Monstrous,Ellen Datlow,9.78162E+12,Tachyon Publications,,384,5.90(w) x 8.90(h) x 1.10(d)
I Don't Like It: Notebook,Wild Pages Press,9.78198E+12,CreateSpace Publishing,,152,6.00(w) x 1.25(h) x 9.00(d)
A Light in the Midst of Darkness,Erik Loebl,9.7816E+12,Xulon Press,,124,0.29(w) x 5.00(h) x 8.00(d)
The Return (Spirit Animals: Fall of the Beasts Series #3),Varian Johnson,9.78055E+12,Scholastic Inc.,,192,5.60(w) x 8.10(h) x 0.70(d)
Passage to Ararat,Michael J. Arlen,9.78037E+12,Farrar Straus and Giroux,Second Edition,312,5.50(w) x 8.50(h) x 0.69(d)
Fatal Consequences (and Fatal Destiny) (Fatal Series #3),Marie Force,9.78037E+12,Harlequin,,576,4.10(w) x 6.60(h) x 1.40(d)
Dark Prince: Author's Cut Special Edition (Carpathian Series #1),Christine Feehan,9.78006E+12,HarperCollins Publishers,Author's Cut Special Edition,480,4.26(w) x 6.80(h) x 1.08(d)
Ghost in the Hunt,Jonathan Moeller,9.7815E+12,CreateSpace Publishing,,250,6.00(w) x 9.00(h) x 0.53(d)
El atraco (The Heist),Daniel Silva,9.78083E+12,HarperCollins Publishers,Spanish-language Edition,512,5.90(w) x 9.00(h) x 1.40(d)
Fantastic Voyages: Learning Science Through Science Fiction Films / Edition 2,Leroy W. Dubeck;  Suzanne E. Moshier;  Judith E. Boss,9.78039E+12,Springer New York,2nd ed. 2004,347,6.10(w) x 9.25(h) x 0.36(d)
The Science of Fairy Tales,Edwin Sidney Hartland,9.78154E+12,CreateSpace Publishing,,348,6.00(w) x 9.00(h) x 0.72(d)
The Best Science Fiction and Fantasy of the Year Volume 3,Jonathan Strahan,9.7816E+12,Night Shade Books,,478,6.00(w) x 8.90(h) x 1.60(d)
Jewels,Danielle Steel,9.78044E+12,Random House Publishing Group,Reprint,480,4.15(w) x 6.90(h) x 1.25(d)
The Silk Palace,Colin Harvey,9.78193E+12,Swimming Kangaroo Books,,392,6.00(w) x 9.00(h) x 0.81(d)
Charles Barnes & G. Clifford Noble: Groundbreaking Entrepreneurs,Kayla Morgan,9.7816E+12,ABDO Publishing Company,,112,6.10(w) x 9.10(h) x 0.50(d)
A Plague of Unicorns,Jane Yolen,9.78031E+12,Zonderkidz,,192,5.40(w) x 8.20(h) x 0.60(d)
Advances in Artificial Transportation Systems and Simulation,Rosaldo J F Rossetti;  Ronghui Liu,9.78012E+12,Elsevier Science,,256,7.50(w) x 9.30(h) x 0.70(d)
Inside Science Fiction,James Gunn,9.78081E+12,Rowman & Littlefield Publishers Inc.,Second Edition,260,6.00(w) x 8.90(h) x 0.60(d)
Flashes of the Fantastic: Selected Essays from the War of the Worlds Centennial Nineteenth International Conference on the Fantastic in the Arts (Contributions to the Study of Science Fiction and Fantasy Series #107),David Ketterer,9.78031E+12,ABC-CLIO Incorporated,,268,6.00(w) x 9.00(h) x 0.75(d)
Blood Silver: The Yocum Dollar,Woody P Snow,9.78194E+12,Pen-L Publishing,,268,6.00(w) x 9.00(h) x 0.61(d)
Animals of North America,ABDO Publishing Company,9.78168E+12,ABDO Publishing Company,,24,9.40(w) x 11.50(h) x 1.70(d)
RunawaysVolume 1,Brian Vaughan,2.90079E+12,Baker & Taylor Inc.,,,6.00(w) x 1.25(h) x 9.00(d)
Man and Superman and Three Other Plays (Barnes & Noble Classics Series),George Bernard Shaw,9.78159E+12,Barnes & Noble,,576,5.19(w) x 8.00(h) x (d)
The Varieties of Religious Experience (Barnes & Noble Classics Series),William James,9.78159E+12,Barnes & Noble,,512,5.18(w) x 8.00(h) x 1.28(d)
Daniel J. Boorstin,Angela Michele Leonard Ph.D.,9.78031E+12,ABC-CLIO Incorporated,,272,6.00(w) x 9.00(h) x 0.75(d)
The S?ance,John Harwood;  To Be Announced To Be Announced,9.78148E+12,Blackstone Audio Inc.,Unabridged,,5.40(w) x 7.50(h) x 0.60(d)
Star Trek: The Original Series: From History's Shadow,Dayton Ward,9.78148E+12,Pocket Books/Star Trek,,400,4.42(w) x 6.66(h) x 1.06(d)
Star Trek: Captain's Log,Scott Tipton;  David Tipton;  Marc Guggenheim;  Stuart Moore,9.7816E+12,IDW Publishing,,104,6.50(w) x 10.10(h) x 0.30(d)
Deliverer (Third Foreigner Series #3),C. J. Cherryh,9.78076E+12,DAW,Reissue,416,4.15(w) x 6.70(h) x 1.10(d)
Around the World in 80 Days,Eason,9.78088E+12,Broadway Play Publishing Inc,New Edition,86,5.50(w) x 8.50(h) x 0.18(d)
Night Moves (Alex Delaware Series #33),Jonathan Kellerman,9.78035E+12,Random House Publishing Group,,416,6.20(w) x 9.30(h) x 1.50(d)
Chance Meeting,Laura Moore,9.78148E+12,Gallery Books,,432,4.90(w) x 7.80(h) x 1.20(d)
Vices of My Blood,Maureen Jennings,9.78077E+12,McClelland & Stewart,,480,5.20(w) x 7.90(h) x 1.30(d)
Bodyguard: An Under Covers Story,James Patterson;  Jessica Linden,9.78032E+12,Little Brown and Company,BookShots,160,4.90(w) x 7.00(h) x 0.60(d)
Dystopia: Tales Of The Bookbinders,Charles Eugene Anderson,9.78152E+12,CreateSpace Publishing,,38,5.50(w) x 8.50(h) x 0.08(d)
A Monk of Fife: Classics,Andrew Lang,9.78198E+12,CreateSpace Publishing,,254,6.00(w) x 1.25(h) x 9.00(d)
I am George Washington,Brad Meltzer;  Christopher Eliopoulos,9.78053E+12,Penguin Young Readers Group,,40,7.70(w) x 7.60(h) x 0.50(d)
Farm Fresh Murder (Farmer's Market Mystery Series #1),Paige Shelton,9.78043E+12,Penguin Publishing Group,,304,4.10(w) x 6.70(h) x 1.10(d)
High Stakes,Kathy Herman,9.7816E+12,The Crown Publishing Group,,312,5.00(w) x 8.10(h) x 0.90(d)
The Awakening,Jude Deveraux,9.78067E+12,Pocket Books,Reissue,352,4.18(w) x 6.75(h) x 0.70(d)
Black and Brown Planets: The Politics of Race in Science Fiction,Isiah Lavender,9.7815E+12,University Press of Mississippi,Reprint,264,6.00(w) x 8.90(h) x 0.80(d)
GPGPU Programming for Games and Science,David H. Eberly,9.78147E+12,Taylor & Francis,,469,7.70(w) x 9.30(h) x 1.10(d)
Black,Denise Paulette Isaac,9.78069E+12,GodBeGod Book Publishing,,74,8.00(w) x 8.00(h) x 0.15(d)
The Shark Club,Ann Kidd Taylor,9.78074E+12,Penguin Publishing Group,,288,6.10(w) x 9.00(h) x 1.10(d)
Black Tide (Lewis Cole Series #2),Brendan DuBois,9.78074E+12,Simon & Schuster,,400,0.89(w) x 5.50(h) x 8.50(d)
Fade to Black,David Rosenfelt,9.78125E+12,St. Martin's Press,,320,6.40(w) x 10.00(h) x 1.20(d)
Baron of Godsmere: Book One,Tamara Leigh,9.78194E+12,Tamara Leigh,,408,5.50(w) x 8.50(h) x 0.91(d)
The Holy Bible: King James Version (Barnes & Noble Collectible Editions),Gustave Dore,9.78144E+12,Barnes & Noble,Bonded Leather,1360,6.60(w) x 9.40(h) x 2.70(d)
Reptiles (Spanish edition),ABDO Publishing Company,9.78163E+12,ABDO Publishing Company,Spanish-language Edition,24,9.40(w) x 11.40(h) x 1.70(d)
Maelstrom (Rifters Series #2),Peter Watts,9.78077E+12,Tom Doherty Associates,First Edition,384,5.40(w) x 8.20(h) x 1.20(d)
The Noise Revealed,Ian Whates,9.78191E+12,Rebellion,,416,4.00(w) x 6.70(h) x 1.14(d)
The Magician's Accomplice (Commander Jana Mantinova Series #3),Michael Genelin,9.78157E+12,Soho Press Incorporated,,332,5.00(w) x 7.50(h) x 1.00(d)
Dark Wolf (Carpathian Series #25),Christine Feehan,9.78052E+12,Penguin Publishing Group,Reprint,496,4.19(w) x 6.75(h) x 1.06(d)
Tiffany Angel Stained Glass Window (Foiled Journal) Hardcove,,9.78178E+12,Flame Tree Publishing,,176,6.10(w) x 8.40(h) x 0.60(d)
Highland Flame (Highland Weddings Series #4),Mary Wine,9.78149E+12,Sourcebooks,,320,4.10(w) x 6.80(h) x 0.90(d)
Skin Tight,Carl Hiaasen,9.78043E+12,Penguin Publishing Group,Reprint,416,5.00(w) x 7.90(h) x 1.10(d)
Memetics: Memes and the Science of Cultural Evolution,Tim Tyler,9.78146E+12,CreateSpace Publishing,,328,6.00(w) x 9.00(h) x 0.69(d)
Change Agent,Daniel Suarez,9.7811E+12,Penguin Publishing Group,,416,6.40(w) x 9.00(h) x 1.50(d)
I Michael Bennett (Michael Bennett Series #5),James Patterson;  Michael Ledwidge,9.78045E+12,Grand Central Publishing,,416,4.25(w) x 7.50(h) x 1.25(d)
Pride of Baghdad,Brian K. Vaughan;  Niko Henrichon,9.7814E+12,DC Comics,,136,6.64(w) x 10.16(h) x 0.41(d)
Objectivity in the Feminist Philosophy of Science,Karen Cordrick Haely,9.78083E+12,Bloomsbury Academic,,160,6.20(w) x 9.30(h) x 0.70(d)
Tainted Blood,Ferrel D. Moore,9.78098E+12,White Cat Publications LLC.,,258,6.00(w) x 9.00(h) x 0.54(d)
Peter Pan: The Lost Boys,J. M. Barrie,9.78198E+12,CreateSpace Publishing,,122,6.00(w) x 1.25(h) x 9.00(d)
I am Martin Luther King Jr.,Brad Meltzer;  Christopher Eliopoulos,9.78053E+12,Penguin Young Readers Group,,40,5.70(w) x 9.10(h) x 1.50(d)
Chomp,Carl Hiaasen,9.78038E+12,Random House Children's Books,,304,5.19(w) x 8.00(h) x 0.63(d)
Star Trek: Deep Space Nine: Fool's Gold,Scott Tipton;  The Sharp Brothers;  Fabio Montovani,9.7816E+12,IDW Publishing,,104,6.50(w) x 10.10(h) x 0.10(d)
Jardin de invierno,Kristin Hannah,9.78847E+12,PRH Grupo Editorial,Spanish-language Edition,240,5.50(w) x 8.40(h) x 1.20(d)
Content-Based Chapter Books Fiction (Science: Science Sleuths): The Case of the Smelly Water / Edition 1,Glen Phelan,9.78079E+12,Cengage Learning,,,6.00(w) x 1.25(h) x 9.00(d)
Ready Player One,Ernest Cline,9.78031E+12,Crown/Archetype,,400,5.10(w) x 7.60(h) x 1.10(d)
Hot,Elizabeth Hoyt writing as Julia Harper;  Julia Harper,9.78146E+12,Grand Central Publishing,,416,4.10(w) x 6.70(h) x 1.20(d)
